system,dataset,model,num_workers,epoch,train_loss,train_acc,test_loss,test_acc,epoch_time,elapsed_time,samples_per_sec,num_train_samples,num_test_samples,model_params,model_size_mb,comm_mb,seed,lr,batch_size
ps,mnist,mlp,4,1,1.6532242772102357,0.6550333333333334,0.8242173373699189,0.8296,7.034691200000001,7.0346934,8529.159034017015,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,2,0.5979603657682737,0.8581,0.4495416432619095,0.8811,6.641396700000001,13.676300300000001,9034.244257687542,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,3,0.41529316281477613,0.8873166666666666,0.36319337636232374,0.8979,6.413543000000001,20.0900481,9355.203512317607,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,4,0.3562400756418705,0.899,0.32456154823303224,0.9089,6.633517299999998,26.7237593,9044.975280308687,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,5,0.32374519433180493,0.9066,0.2979980751872063,0.916,6.707498099999999,33.4314565,8945.213119031672,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,6,0.3008951403796673,0.9130333333333334,0.2840714268386364,0.92,6.6512198,40.0828854,9020.90169986564,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,7,0.2830197152559956,0.91805,0.26428338065743445,0.9235,6.9965829,47.079805300000004,8575.614819056886,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,8,0.2682816013177236,0.9225166666666667,0.25309158861637115,0.928,7.267124500000001,54.347119400000004,8256.360545357382,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,9,0.2551153320570787,0.9261333333333334,0.2415636382997036,0.9306,7.803310699999997,62.15068920000001,7689.044087402546,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
ps,mnist,mlp,4,10,0.24330160168210666,0.9295666666666667,0.22967948243021966,0.935,7.199380700000006,69.3502585,8334.05017739928,60000,10000,269322,1.0273818969726562,1931.4779663085938,42,0.01,64
