algorithm,model,epoch,train_loss,train_acc,test_loss,test_acc,epoch_time,elapsed_time,virtual_time,epoch_virtual_time,comm_round,async_updates,comm_bytes,comm_mb,epoch_comm_bytes,epoch_comm_mb,avg_staleness,max_staleness,min_staleness,num_workers,batch_size,lr,worker_delays,server_version
async_sgd,mlp,1,0.5832190812249568,84.87341772151899,0.3235597847938538,90.94,25.85779333114624,25.85779333114624,295.0,295.0,940,940,765310400,729.8568725585938,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,940
async_sgd,mlp,2,0.3028443767061875,91.42238507661558,0.2685049774646759,92.39,25.77312183380127,51.63091516494751,590.0,295.0,1880,940,1530620800,1459.7137451171875,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,1880
async_sgd,mlp,3,0.2582800235869803,92.69653564290473,0.2323950069308281,93.43,25.755451679229736,77.38636684417725,885.0,295.0,2820,940,2295931200,2189.5706176757812,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,2820
async_sgd,mlp,4,0.22073337063491744,93.78337783711615,0.20769969342947006,94.08,26.116937398910522,103.50330424308777,1180.0,295.0,3760,940,3061241600,2919.427490234375,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,3760
async_sgd,mlp,5,0.19622237477799256,94.58333333333333,0.18644220305681228,94.69999999999999,26.2998263835907,129.80313062667847,1475.0,295.0,4700,940,3826552000,3649.2843627929688,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,4700
async_sgd,mlp,6,0.1773971308864092,95.0549633577615,0.1730547591149807,94.98,25.898744583129883,155.70187520980835,1770.0,295.0,5640,940,4591862400,4379.1412353515625,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,5640
async_sgd,mlp,7,0.15930497829295412,95.55463024650234,0.15760667039752008,95.50999999999999,25.66948699951172,181.37236213684082,2065.0,295.0,6580,940,5357172800,5108.998107910156,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,6580
async_sgd,mlp,8,0.1469896341603155,95.9495994659546,0.14834426208734514,95.65,25.71916890144348,207.0915310382843,2360.0,295.0,7520,940,6122483200,5838.85498046875,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,7520
async_sgd,mlp,9,0.1345624249085784,96.33833333333334,0.13896027826070786,96.07,26.85153555870056,233.94306659698486,2655.0,295.0,8460,940,6887793600,6568.711853027344,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,8460
async_sgd,mlp,10,0.12757889704839595,96.44070619586942,0.13192917605042456,96.1,26.929086446762085,260.87335300445557,2950.0,295.0,9400,940,7653104000,7298.5687255859375,765310400,729.8568725585938,2.9936170212765956,15,0,4,64,0.01,1-1-1-5,9400
